Flight_ID,Date_ID,Airline_ID,Route_ID,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Delay_Minutes,Weather_Delay_Minutes,Air_Traffic_Delay_Minutes,Carrier_Delay_Minutes,Security_Delay_Minutes,Flight_Status,Passenger_Count
FL0822,239,1,818,2024-08-14 10:49,2024-08-14 10:49,2024-08-14 13:49,2024-08-14 14:43,54,28,13,11,2,Delayed,154
FL0771,241,1,768,2024-01-21 18:22,2024-01-21 19:05,2024-01-21 22:22,2024-01-21 23:46,84,27,43,6,8,Delayed,292
FL0436,244,1,435,2024-04-20 01:17,2024-04-20 01:17,2024-04-20 06:17,2024-04-20 07:48,91,73,18,0,0,Delayed,67
FL0451,248,1,450,2024-11-09 11:18,2024-11-09 11:18,2024-11-09 15:18,2024-11-09 16:25,67,4,45,3,15,Delayed,281
FL0679,248,1,676,2024-11-09 06:26,2024-11-09 08:18,2024-11-09 07:26,2024-11-09 07:45,19,5,9,1,4,Delayed,74
FL0786,249,1,782,2024-10-08 20:15,2024-10-08 20:15,2024-10-08 23:15,2024-10-08 23:28,13,6,0,0,7,Delayed,299
FL0466,251,1,465,2024-03-20 13:58,2024-03-20 13:58,2024-03-20 18:58,2024-03-20 18:58,0,0,0,0,0,On-time,209
FL0472,254,1,471,2024-03-25 09:38,2024-03-25 09:38,2024-03-25 10:38,2024-03-25 10:38,0,0,0,0,0,On-time,104
FL0986,255,1,982,2024-05-04 08:14,2024-05-04 09:15,2024-05-04 10:14,2024-05-04 10:14,0,0,0,0,0,On-time,267
FL0490,259,1,489,2024-12-13 23:18,2024-12-13 23:18,2024-12-14 05:18,2024-12-14 07:05,107,77,10,7,13,Delayed,223
FL0912,259,1,908,2024-12-13 18:39,2024-12-13 19:21,2024-12-13 23:39,2024-12-13 23:39,0,0,0,0,0,On-time,181
FL0519,260,1,518,2024-10-29 22:55,2024-10-29 23:28,2024-10-30 04:55,2024-10-30 04:55,0,0,0,0,0,On-time,226
FL0500,261,1,499,2024-03-11 08:01,2024-03-11 08:21,2024-03-11 10:01,2024-03-11 10:01,0,0,0,0,0,On-time,292
FL0699,261,1,696,2024-03-11 23:11,2024-03-12 00:48,2024-03-12 03:11,2024-03-12 03:11,0,0,0,0,0,On-time,244
FL0838,263,1,834,2024-09-06 09:27,2024-09-06 09:27,2024-09-06 11:27,2024-09-06 13:24,117,51,38,23,5,Delayed,157
FL0549,267,1,548,2024-08-21 21:17,2024-08-21 21:50,2024-08-21 22:17,2024-08-21 22:42,25,9,13,1,2,Delayed,194
FL0841,268,1,837,2024-07-09 02:44,2024-07-09 02:44,2024-07-09 04:44,2024-07-09 04:53,9,6,1,1,1,Delayed,299
FL0962,270,1,958,2024-09-22 04:26,2024-09-22 05:19,2024-09-22 09:26,2024-09-22 09:26,0,0,0,0,0,On-time,246
FL0576,271,1,574,2024-10-03 05:29,2024-10-03 06:23,2024-10-03 07:29,2024-10-03 07:29,0,0,0,0,0,On-time,165
FL0578,273,1,576,2024-01-29 16:01,2024-01-29 17:23,2024-01-29 18:01,2024-01-29 18:18,17,9,5,0,3,Delayed,68
FL0579,274,1,577,2024-04-12 16:52,2024-04-12 17:34,2024-04-12 21:52,2024-04-12 22:11,19,9,2,4,4,Delayed,220
FL0834,274,1,830,2024-04-13 06:21,2024-04-13 06:21,2024-04-13 08:21,2024-04-13 08:46,25,23,2,0,0,Delayed,97
FL0589,277,1,587,2024-10-25 14:00,2024-10-25 15:57,2024-10-25 16:00,2024-10-25 16:00,0,0,0,0,0,On-time,263
FL0667,281,1,664,2024-06-20 11:52,2024-06-20 11:52,2024-06-20 16:52,2024-06-20 16:52,0,0,0,0,0,On-time,211
FL0830,282,1,826,2024-11-12 10:02,2024-11-12 10:02,2024-11-12 14:02,2024-11-12 14:02,0,0,0,0,0,On-time,251
FL0674,285,1,671,2024-04-01 17:24,2024-04-01 17:24,2024-04-01 20:24,2024-04-01 21:19,55,15,21,2,17,Delayed,57
FL0652,290,1,649,2024-07-26 02:52,2024-07-26 02:52,2024-07-26 03:52,2024-07-26 03:52,0,0,0,0,0,On-time,115
FL0675,297,1,672,2024-11-21 06:46,2024-11-21 06:46,2024-11-21 10:46,2024-11-21 11:51,65,40,23,1,1,Delayed,115
FL0804,304,1,800,2024-12-15 00:14,2024-12-15 00:50,2024-12-15 03:14,2024-12-15 03:14,0,0,0,0,0,On-time,276
FL0715,306,1,712,2024-01-04 09:15,2024-01-04 11:15,2024-01-04 11:15,2024-01-04 11:15,0,0,0,0,0,On-time,94
FL0758,313,1,755,2024-10-14 08:34,2024-10-14 08:34,2024-10-14 13:34,2024-10-14 13:34,0,0,0,0,0,On-time,74
FL0851,314,1,847,2024-02-27 16:07,2024-02-27 16:07,2024-02-27 17:07,2024-02-27 17:16,9,8,0,1,0,Delayed,190
FL0789,317,1,785,2024-01-15 05:55,2024-01-15 06:25,2024-01-15 10:55,2024-01-15 11:34,39,1,16,2,20,Delayed,111
FL0813,318,1,809,2024-09-11 01:18,2024-09-11 01:18,2024-09-11 02:18,2024-09-11 02:18,0,0,0,0,0,On-time,280
FL0800,320,1,796,2024-05-31 20:30,2024-05-31 20:52,2024-06-01 00:30,2024-06-01 00:30,0,0,0,0,0,On-time,174
FL0801,321,1,797,2024-08-07 18:22,2024-08-07 19:30,2024-08-07 20:22,2024-08-07 20:22,0,0,0,0,0,On-time,213
FL0839,323,1,835,2024-06-02 09:41,2024-06-02 09:41,2024-06-02 12:41,2024-06-02 12:50,9,5,1,3,0,Delayed,294
FL0920,325,1,916,2024-05-29 16:48,2024-05-29 16:48,2024-05-29 18:48,2024-05-29 19:35,47,20,0,19,8,Delayed,121
FL0876,326,1,872,2024-08-05 12:09,2024-08-05 13:51,2024-08-05 16:09,2024-08-05 16:09,0,0,0,0,0,On-time,196
FL0910,330,1,906,2024-08-31 16:36,2024-08-31 16:36,2024-08-31 20:36,2024-08-31 20:36,0,0,0,0,0,On-time,270
FL0925,331,1,921,2024-07-01 14:25,2024-07-01 16:10,2024-07-01 18:25,2024-07-01 18:52,27,25,1,0,1,Delayed,296
FL0972,336,1,968,2024-06-04 20:28,2024-06-04 20:28,2024-06-04 23:28,2024-06-04 23:28,0,0,0,0,0,On-time,93
FL0998,337,1,994,2024-08-27 18:29,2024-08-27 19:00,2024-08-27 21:29,2024-08-27 21:29,0,0,0,0,0,On-time,157
FL0029,1,4,29,2024-02-29 09:03,2024-02-29 09:03,2024-02-29 10:03,2024-02-29 10:03,0,0,0,0,0,On-time,286
FL0004,4,4,4,2024-03-04 06:56,2024-03-04 06:56,2024-03-04 12:56,2024-03-04 13:27,31,7,0,17,7,Delayed,140
FL0132,4,4,132,2024-03-03 09:48,2024-03-03 10:20,2024-03-03 11:48,2024-03-03 11:48,0,0,0,0,0,On-time,200
FL0533,4,4,532,2024-03-04 10:27,2024-03-04 10:45,2024-03-04 11:27,2024-03-04 11:34,7,5,0,1,1,Delayed,231
FL0005,5,4,5,2024-10-11 01:34,2024-10-11 02:38,2024-10-11 03:34,2024-10-11 05:27,113,87,26,0,0,Delayed,192
FL0130,5,4,130,2024-10-10 10:16,2024-10-10 11:38,2024-10-10 13:16,2024-10-10 13:16,0,0,0,0,0,On-time,283
FL0244,5,4,244,2024-10-10 10:15,2024-10-10 10:15,2024-10-10 12:15,2024-10-10 13:16,61,11,48,0,2,Delayed,53
FL0506,5,4,505,2024-10-11 05:28,2024-10-11 05:38,2024-10-11 10:28,2024-10-11 10:28,0,0,0,0,0,On-time,244
FL0402,6,4,402,2024-01-28 06:32,2024-01-28 06:32,2024-01-28 09:32,2024-01-28 11:10,98,36,23,16,23,Delayed,144
FL0007,7,4,7,2024-06-29 01:54,2024-06-29 01:54,2024-06-29 06:54,2024-06-29 06:54,0,0,0,0,0,On-time,251
FL0008,8,4,8,2024-12-30 04:11,2024-12-30 04:11,2024-12-30 08:11,2024-12-30 08:11,0,0,0,0,0,On-time,254
FL0116,9,4,116,2024-10-03 20:01,2024-10-03 21:11,2024-10-04 01:01,2024-10-04 01:01,0,0,0,0,0,On-time,106
FL0389,11,4,389,2024-11-23 14:23,2024-11-23 14:58,2024-11-23 17:23,2024-11-23 17:23,0,0,0,0,0,On-time,268
FL0687,11,4,684,2024-11-23 11:20,2024-11-23 11:20,2024-11-23 17:20,2024-11-23 17:20,0,0,0,0,0,On-time,149
FL0980,11,4,976,2024-11-24 06:56,2024-11-24 08:56,2024-11-24 10:56,2024-11-24 10:56,0,0,0,0,0,On-time,143
FL0013,13,4,13,2024-11-11 05:41,2024-11-11 06:39,2024-11-11 11:41,2024-11-11 13:33,112,23,52,18,19,Delayed,189
FL0591,13,4,589,2024-11-11 09:23,2024-11-11 11:20,2024-11-11 13:23,2024-11-11 13:34,11,9,0,1,1,Delayed,53
FL0983,13,4,979,2024-11-11 04:51,2024-11-11 04:51,2024-11-11 05:51,2024-11-11 06:38,47,34,11,0,2,Delayed,292
FL0631,14,4,629,2024-03-01 00:50,2024-03-01 02:18,2024-03-01 04:50,2024-03-01 04:50,0,0,0,0,0,On-time,293
FL0505,15,4,504,2024-04-22 05:16,2024-04-22 07:13,2024-04-22 06:16,2024-04-22 07:24,68,55,6,5,2,Delayed,263
FL0718,16,4,715,2024-03-26 12:02,2024-03-26 12:58,2024-03-26 18:02,2024-03-26 18:02,0,0,0,0,0,On-time,261
FL0695,17,4,692,2024-02-20 00:45,2024-02-20 00:53,2024-02-20 06:45,2024-02-20 08:11,86,79,0,1,6,Delayed,80
FL0018,18,4,18,2024-04-28 18:57,2024-04-28 19:30,2024-04-28 23:57,2024-04-28 23:57,0,0,0,0,0,On-time,296
FL0273,18,4,273,2024-04-29 01:55,2024-04-29 01:55,2024-04-29 04:55,2024-04-29 06:37,102,4,55,2,41,Delayed,173
FL0669,18,4,666,2024-04-28 19:53,2024-04-28 21:26,2024-04-28 21:53,2024-04-28 21:53,0,0,0,0,0,On-time,96
FL0599,19,4,597,2024-07-25 16:42,2024-07-25 16:59,2024-07-25 22:42,2024-07-26 00:02,80,48,9,14,9,Delayed,299
FL0367,22,4,367,2024-09-28 16:47,2024-09-28 18:42,2024-09-28 21:47,2024-09-28 22:13,26,21,5,0,0,Delayed,124
FL0295,23,4,295,2024-10-22 08:31,2024-10-22 08:31,2024-10-22 09:31,2024-10-22 09:31,0,0,0,0,0,On-time,149
FL0535,23,4,534,2024-10-22 21:49,2024-10-22 21:49,2024-10-23 01:49,2024-10-23 01:49,0,0,0,0,0,On-time,193
FL0922,24,4,918,2024-04-09 17:41,2024-04-09 17:46,2024-04-09 19:41,2024-04-09 19:41,0,0,0,0,0,On-time,68
FL0025,25,4,25,2024-06-10 17:33,2024-06-10 18:22,2024-06-10 23:33,2024-06-10 23:38,5,2,2,1,0,Delayed,56
FL0045,25,4,45,2024-06-10 07:06,2024-06-10 07:06,2024-06-10 08:06,2024-06-10 08:06,0,0,0,0,0,On-time,297
FL0206,26,4,206,2024-05-27 15:58,2024-05-27 16:29,2024-05-27 20:58,2024-05-27 20:58,0,0,0,0,0,On-time,106
FL0476,28,4,475,2024-04-29 22:43,2024-04-29 22:43,2024-04-29 23:43,2024-04-30 00:23,40,40,0,0,0,Delayed,125
FL0742,29,4,739,2024-01-19 00:16,2024-01-19 00:16,2024-01-19 06:16,2024-01-19 06:16,0,0,0,0,0,On-time,286
FL0033,31,4,33,2024-12-04 09:28,2024-12-04 09:28,2024-12-04 13:28,2024-12-04 13:28,0,0,0,0,0,On-time,163
FL0744,31,4,741,2024-12-04 02:26,2024-12-04 02:43,2024-12-04 07:26,2024-12-04 08:13,47,5,12,12,18,Delayed,116
FL0926,32,4,922,2024-05-31 03:54,2024-05-31 03:54,2024-05-31 05:54,2024-05-31 07:24,90,9,30,7,44,Delayed,186
FL0035,33,4,35,2024-02-10 07:43,2024-02-10 07:43,2024-02-10 09:43,2024-02-10 11:15,92,66,23,0,3,Delayed,247
FL0339,34,4,339,2024-01-11 00:14,2024-01-11 00:54,2024-01-11 05:14,2024-01-11 05:14,0,0,0,0,0,On-time,89
FL0457,34,4,456,2024-01-10 21:15,2024-01-10 23:10,2024-01-10 22:15,2024-01-10 23:04,49,22,10,4,13,Delayed,285
FL0150,35,4,150,2024-10-21 00:03,2024-10-21 00:03,2024-10-21 03:03,2024-10-21 03:03,0,0,0,0,0,On-time,245
FL0737,37,4,734,2024-10-27 02:20,2024-10-27 02:20,2024-10-27 07:20,2024-10-27 08:38,78,9,40,13,16,Delayed,261
FL0265,38,4,265,2024-04-12 05:15,2024-04-12 05:15,2024-04-12 09:15,2024-04-12 09:15,0,0,0,0,0,On-time,109
FL0041,39,4,41,2024-08-11 16:31,2024-08-11 16:31,2024-08-11 20:31,2024-08-11 22:25,114,85,7,5,17,Delayed,105
FL0305,39,4,305,2024-08-11 10:15,2024-08-11 10:15,2024-08-11 13:15,2024-08-11 13:15,0,0,0,0,0,On-time,282
FL0424,39,4,424,2024-08-10 13:40,2024-08-10 14:02,2024-08-10 16:40,2024-08-10 17:13,33,1,27,2,3,Delayed,95
FL0042,40,4,42,2024-11-03 06:29,2024-11-03 06:29,2024-11-03 12:29,2024-11-03 12:50,21,20,1,0,0,Delayed,257
FL0751,41,4,748,2024-02-14 21:27,2024-02-14 21:27,2024-02-14 23:27,2024-02-14 23:27,0,0,0,0,0,On-time,239
FL0884,41,4,880,2024-02-15 12:00,2024-02-15 13:17,2024-02-15 16:00,2024-02-15 17:07,67,10,18,16,23,Delayed,139
FL0044,42,4,44,2024-07-19 00:00,2024-07-19 01:47,2024-07-19 04:00,2024-07-19 04:00,0,0,0,0,0,On-time,86
FL0635,42,4,633,2024-07-18 06:56,2024-07-18 08:30,2024-07-18 12:56,2024-07-18 12:56,0,0,0,0,0,On-time,141
FL0651,43,4,648,2024-05-06 13:31,2024-05-06 13:31,2024-05-06 19:31,2024-05-06 20:00,29,8,21,0,0,Delayed,253
FL0395,45,4,395,2024-06-08 11:09,2024-06-08 11:55,2024-06-08 17:09,2024-06-08 17:18,9,8,1,0,0,Delayed,106
FL0489,45,4,488,2024-06-08 01:19,2024-06-08 02:06,2024-06-08 03:19,2024-06-08 04:19,60,53,4,1,2,Delayed,216
FL0051,47,4,51,2024-08-15 09:14,2024-08-15 09:14,2024-08-15 10:14,2024-08-15 10:27,13,0,7,3,3,Delayed,165
FL0052,48,4,52,2024-09-26 09:26,2024-09-26 10:14,2024-09-26 14:26,2024-09-26 14:31,5,0,5,0,0,Delayed,250
FL0713,49,4,710,2024-08-29 17:19,2024-08-29 17:19,2024-08-29 23:19,2024-08-29 23:19,0,0,0,0,0,On-time,246
FL0350,50,4,350,2024-10-30 21:07,2024-10-30 22:44,2024-10-31 00:07,2024-10-31 02:03,116,100,14,2,0,Delayed,65
FL0869,51,4,865,2024-07-01 06:20,2024-07-01 08:00,2024-07-01 07:20,2024-07-01 07:20,0,0,0,0,0,On-time,77
FL0056,52,4,56,2024-12-20 14:18,2024-12-20 16:07,2024-12-20 20:18,2024-12-20 20:18,0,0,0,0,0,On-time,254
FL0904,52,4,900,2024-12-21 04:17,2024-12-21 04:17,2024-12-21 10:17,2024-12-21 10:17,0,0,0,0,0,On-time,129
FL0057,53,4,57,2024-03-10 12:27,2024-03-10 12:27,2024-03-10 18:27,2024-03-10 19:49,82,12,37,28,5,Delayed,107
FL0175,56,4,175,2024-05-29 10:56,2024-05-29 10:56,2024-05-29 15:56,2024-05-29 15:56,0,0,0,0,0,On-time,178
FL0454,58,4,453,2024-01-05 05:41,2024-01-05 05:41,2024-01-05 08:41,2024-01-05 08:41,0,0,0,0,0,On-time,265
FL0063,59,4,63,2024-05-15 02:24,2024-05-15 02:39,2024-05-15 06:24,2024-05-15 07:59,95,46,5,27,17,Delayed,112
FL0857,60,4,853,2024-06-14 22:57,2024-06-14 23:07,2024-06-15 04:57,2024-06-15 05:46,49,5,14,12,18,Delayed,79
FL0067,62,4,67,2024-09-15 05:27,2024-09-15 05:27,2024-09-15 08:27,2024-09-15 09:05,38,24,1,5,8,Delayed,227
FL0139,62,4,139,2024-09-16 13:01,2024-09-16 13:01,2024-09-16 17:01,2024-09-16 17:08,7,3,1,3,0,Delayed,292
FL0973,62,4,969,2024-09-15 20:13,2024-09-15 20:13,2024-09-16 01:13,2024-09-16 02:01,48,38,4,5,1,Delayed,262
FL0068,63,4,68,2024-08-18 13:47,2024-08-18 14:47,2024-08-18 18:47,2024-08-18 18:47,0,0,0,0,0,On-time,131
FL0410,63,4,410,2024-08-17 22:07,2024-08-17 23:34,2024-08-18 04:07,2024-08-18 04:07,0,0,0,0,0,On-time,58
FL0069,64,4,69,2024-12-15 09:12,2024-12-15 09:12,2024-12-15 12:12,2024-12-15 14:05,113,80,29,2,2,Delayed,248
FL0439,64,4,438,2024-12-16 19:55,2024-12-16 19:55,2024-12-16 21:55,2024-12-16 21:55,0,0,0,0,0,On-time,83
FL0536,65,4,535,2024-08-07 15:41,2024-08-07 16:56,2024-08-07 18:41,2024-08-07 18:41,0,0,0,0,0,On-time,55
FL0298,66,4,298,2024-02-04 03:41,2024-02-04 03:41,2024-02-04 07:41,2024-02-04 07:41,0,0,0,0,0,On-time,115
FL0331,66,4,331,2024-02-04 01:15,2024-02-04 01:15,2024-02-04 03:15,2024-02-04 05:14,119,107,6,6,0,Delayed,58
FL0258,69,4,258,2024-01-18 01:38,2024-01-18 03:06,2024-01-18 03:38,2024-01-18 04:37,59,4,2,22,31,Delayed,209
FL0166,70,4,166,2024-06-06 10:32,2024-06-06 11:48,2024-06-06 12:32,2024-06-06 12:32,0,0,0,0,0,On-time,174
FL0078,72,4,78,2024-03-07 04:40,2024-03-07 06:26,2024-03-07 08:40,2024-03-07 08:40,0,0,0,0,0,On-time,161
FL0479,72,4,478,2024-03-06 17:19,2024-03-06 17:19,2024-03-06 19:19,2024-03-06 19:19,0,0,0,0,0,On-time,59
FL0964,72,4,960,2024-03-07 05:52,2024-03-07 05:52,2024-03-07 11:52,2024-03-07 11:52,0,0,0,0,0,On-time,99
FL0462,73,4,461,2024-12-25 13:44,2024-12-25 14:29,2024-12-25 14:44,2024-12-25 15:45,61,16,25,11,9,Delayed,63
FL0082,76,4,82,2024-07-03 11:07,2024-07-03 11:07,2024-07-03 13:07,2024-07-03 13:39,32,22,3,7,0,Delayed,198
FL0259,77,4,259,2024-11-25 04:38,2024-11-25 05:21,2024-11-25 10:38,2024-11-25 10:38,0,0,0,0,0,On-time,258
FL0732,77,4,729,2024-11-24 16:04,2024-11-24 16:04,2024-11-24 19:04,2024-11-24 19:04,0,0,0,0,0,On-time,121
FL0085,78,4,85,2024-01-13 00:47,2024-01-13 01:41,2024-01-13 04:47,2024-01-13 04:47,0,0,0,0,0,On-time,129
FL0165,81,4,165,2024-06-08 13:53,2024-06-08 13:53,2024-06-08 14:53,2024-06-08 15:28,35,4,23,2,6,Delayed,213
FL0340,81,4,340,2024-06-08 19:22,2024-06-08 19:22,2024-06-09 01:22,2024-06-09 02:37,75,53,8,11,3,Delayed,265
FL0089,82,4,89,2024-03-07 12:48,2024-03-07 13:36,2024-03-07 13:48,2024-03-07 13:48,0,0,0,0,0,On-time,197
FL0091,84,4,91,2024-05-13 20:16,2024-05-13 20:16,2024-05-13 22:16,2024-05-13 22:16,0,0,0,0,0,On-time,214
FL0880,85,4,876,2024-05-23 22:48,2024-05-23 22:48,2024-05-24 01:48,2024-05-24 02:53,65,19,8,22,16,Delayed,273
FL0337,86,4,337,2024-09-23 18:41,2024-09-23 19:42,2024-09-23 21:41,2024-09-23 21:48,7,3,4,0,0,Delayed,203
FL0095,88,4,95,2024-03-27 01:58,2024-03-27 03:24,2024-03-27 07:58,2024-03-27 07:58,0,0,0,0,0,On-time,283
FL0154,88,4,154,2024-03-27 05:35,2024-03-27 07:09,2024-03-27 08:35,2024-03-27 08:35,0,0,0,0,0,On-time,183
FL0365,88,4,365,2024-03-26 15:34,2024-03-26 17:10,2024-03-26 20:34,2024-03-26 20:34,0,0,0,0,0,On-time,253
FL0520,89,4,519,2024-05-20 18:12,2024-05-20 18:12,2024-05-20 22:12,2024-05-20 23:32,80,22,8,12,38,Delayed,101
FL0487,90,4,486,2024-06-14 01:03,2024-06-14 02:39,2024-06-14 02:03,2024-06-14 03:08,65,26,10,18,11,Delayed,182
FL0098,91,4,98,2024-11-17 00:19,2024-11-17 00:32,2024-11-17 03:19,2024-11-17 04:29,70,47,8,1,14,Delayed,79
FL0996,91,4,992,2024-11-16 20:00,2024-11-16 20:29,2024-11-17 00:00,2024-11-17 01:50,110,35,47,10,18,Delayed,161
FL0785,93,4,781,2024-08-29 06:54,2024-08-29 07:33,2024-08-29 07:54,2024-08-29 07:54,0,0,0,0,0,On-time,212
FL0192,94,4,192,2024-01-03 18:34,2024-01-03 19:17,2024-01-03 20:34,2024-01-03 20:34,0,0,0,0,0,On-time,170
FL0494,94,4,493,2024-01-03 07:37,2024-01-03 08:35,2024-01-03 10:37,2024-01-03 10:37,0,0,0,0,0,On-time,59
FL0710,94,4,707,2024-01-02 07:34,2024-01-02 07:34,2024-01-02 11:34,2024-01-02 11:53,19,7,5,4,3,Delayed,127
FL0104,95,4,104,2024-12-06 11:42,2024-12-06 11:42,2024-12-06 14:42,2024-12-06 16:07,85,36,30,13,6,Delayed,191
FL0220,95,4,220,2024-12-06 09:36,2024-12-06 10:08,2024-12-06 12:36,2024-12-06 12:36,0,0,0,0,0,On-time,62
FL0108,97,4,108,2024-01-31 18:45,2024-01-31 18:45,2024-02-01 00:45,2024-02-01 00:45,0,0,0,0,0,On-time,118
FL0111,100,4,111,2024-12-05 06:42,2024-12-05 06:56,2024-12-05 12:42,2024-12-05 14:29,107,95,2,6,4,Delayed,160
FL0329,100,4,329,2024-12-04 19:42,2024-12-04 20:47,2024-12-04 21:42,2024-12-04 21:42,0,0,0,0,0,On-time,120
FL0873,100,4,869,2024-12-05 13:00,2024-12-05 13:00,2024-12-05 15:00,2024-12-05 15:00,0,0,0,0,0,On-time,217
FL0844,102,4,840,2024-01-22 04:28,2024-01-22 04:28,2024-01-22 05:28,2024-01-22 07:05,97,59,24,7,7,Delayed,260
FL0825,103,4,821,2024-06-02 09:22,2024-06-02 09:22,2024-06-02 15:22,2024-06-02 17:22,120,85,10,15,10,Delayed,228
FL0270,106,4,270,2024-07-29 18:09,2024-07-29 18:09,2024-07-29 20:09,2024-07-29 20:41,32,32,0,0,0,Delayed,68
FL0902,106,4,898,2024-07-30 18:09,2024-07-30 19:50,2024-07-30 23:09,2024-07-30 23:59,50,13,27,3,7,Delayed,92
FL0540,107,4,539,2024-02-17 04:04,2024-02-17 04:04,2024-02-17 08:04,2024-02-17 08:04,0,0,0,0,0,On-time,192
FL0555,108,4,554,2024-01-26 08:17,2024-01-26 08:17,2024-01-26 14:17,2024-01-26 14:27,10,10,0,0,0,Delayed,162
FL0685,108,4,682,2024-01-27 11:39,2024-01-27 11:39,2024-01-27 16:39,2024-01-27 16:39,0,0,0,0,0,On-time,266
FL0126,109,4,126,2024-05-17 12:53,2024-05-17 12:53,2024-05-17 15:53,2024-05-17 17:41,108,41,42,2,23,Delayed,150
FL0531,110,4,530,2024-04-22 23:59,2024-04-23 00:40,2024-04-23 04:59,2024-04-23 04:59,0,0,0,0,0,On-time,238
FL0129,112,4,129,2024-09-02 08:43,2024-09-02 09:42,2024-09-02 11:43,2024-09-02 11:43,0,0,0,0,0,On-time,168
FL0442,112,4,441,2024-09-02 02:20,2024-09-02 03:52,2024-09-02 03:20,2024-09-02 03:41,21,5,11,0,5,Delayed,269
FL0539,114,4,538,2024-12-23 22:37,2024-12-23 22:37,2024-12-24 02:37,2024-12-24 04:18,101,16,32,32,21,Delayed,129
FL0541,116,4,540,2024-11-29 05:08,2024-11-29 05:34,2024-11-29 09:08,2024-11-29 09:08,0,0,0,0,0,On-time,170
FL0882,116,4,878,2024-11-29 04:27,2024-11-29 04:27,2024-11-29 05:27,2024-11-29 05:27,0,0,0,0,0,On-time,170
FL0681,117,4,678,2024-01-08 17:52,2024-01-08 17:52,2024-01-08 20:52,2024-01-08 20:52,0,0,0,0,0,On-time,55
FL0864,117,4,860,2024-01-07 22:55,2024-01-07 23:17,2024-01-08 03:55,2024-01-08 03:55,0,0,0,0,0,On-time,115
FL0777,118,4,774,2024-02-04 14:08,2024-02-04 14:08,2024-02-04 20:08,2024-02-04 20:08,0,0,0,0,0,On-time,163
FL0140,119,4,140,2024-09-29 11:53,2024-09-29 12:22,2024-09-29 16:53,2024-09-29 18:44,111,67,14,20,10,Delayed,274
FL0716,119,4,713,2024-09-29 03:25,2024-09-29 05:01,2024-09-29 06:25,2024-09-29 06:25,0,0,0,0,0,On-time,213
FL0608,120,4,606,2024-01-16 17:11,2024-01-16 18:13,2024-01-16 22:11,2024-01-16 22:11,0,0,0,0,0,On-time,295
FL0819,120,4,815,2024-01-17 10:58,2024-01-17 11:43,2024-01-17 16:58,2024-01-17 17:19,21,11,1,3,6,Delayed,180
FL0895,121,4,891,2024-11-05 00:00,2024-11-05 01:18,2024-11-05 04:00,2024-11-05 04:00,0,0,0,0,0,On-time,208
FL0155,122,4,155,2024-01-23 08:42,2024-01-23 08:42,2024-01-23 09:42,2024-01-23 09:42,0,0,0,0,0,On-time,86
FL0526,122,4,525,2024-01-23 20:01,2024-01-23 21:08,2024-01-24 01:01,2024-01-24 01:18,17,13,2,1,1,Delayed,154
FL0874,129,4,870,2024-04-24 20:01,2024-04-24 20:01,2024-04-24 23:01,2024-04-24 23:37,36,25,8,0,3,Delayed,137
FL0422,135,4,422,2024-11-30 12:54,2024-11-30 14:18,2024-11-30 15:54,2024-11-30 15:54,0,0,0,0,0,On-time,239
FL0862,136,4,858,2024-07-14 13:36,2024-07-14 13:46,2024-07-14 17:36,2024-07-14 17:42,6,5,0,0,1,Delayed,181
FL0170,138,4,170,2024-07-28 21:49,2024-07-28 21:49,2024-07-29 03:49,2024-07-29 05:35,106,46,18,30,12,Delayed,79
FL0386,139,4,386,2024-02-02 02:39,2024-02-02 03:01,2024-02-02 03:39,2024-02-02 04:50,71,4,18,33,16,Delayed,138
FL0615,140,4,613,2024-07-11 04:13,2024-07-11 05:41,2024-07-11 05:13,2024-07-11 05:13,0,0,0,0,0,On-time,298
FL0753,140,4,750,2024-07-10 14:09,2024-07-10 14:09,2024-07-10 19:09,2024-07-10 19:09,0,0,0,0,0,On-time,255
FL0173,141,4,173,2024-03-19 14:50,2024-03-19 16:11,2024-03-19 19:50,2024-03-19 20:16,26,4,21,1,0,Delayed,215
FL0700,141,4,697,2024-03-18 17:14,2024-03-18 17:14,2024-03-18 18:14,2024-03-18 18:38,24,4,16,3,1,Delayed,71
FL0460,144,4,459,2024-04-23 17:49,2024-04-23 18:40,2024-04-23 21:49,2024-04-23 22:45,56,46,0,10,0,Delayed,250
FL0799,146,4,795,2024-03-14 18:59,2024-03-14 18:59,2024-03-14 23:59,2024-03-15 01:17,78,8,4,33,33,Delayed,252
FL0187,148,4,187,2024-05-03 11:29,2024-05-03 13:01,2024-05-03 14:29,2024-05-03 14:29,0,0,0,0,0,On-time,172
FL0358,148,4,358,2024-05-03 00:52,2024-05-03 00:52,2024-05-03 04:52,2024-05-03 06:45,113,21,85,3,4,Delayed,272
FL0443,148,4,442,2024-05-02 14:10,2024-05-02 15:11,2024-05-02 19:10,2024-05-02 19:10,0,0,0,0,0,On-time,205
FL0353,149,4,353,2024-04-09 23:44,2024-04-10 00:29,2024-04-10 01:44,2024-04-10 02:08,24,7,17,0,0,Delayed,104
FL0670,149,4,667,2024-04-10 05:15,2024-04-10 05:59,2024-04-10 10:15,2024-04-10 10:15,0,0,0,0,0,On-time,109
